authors	title	venue	year
Henry Birge-Lee,Liang Wang 0054,Daniel McCarney,Roland Shoemaker,Jennifer Rexford,Prateek Mittal	Experiences Deploying Multi-Vantage-Point Domain Validation at Let's Encrypt.	USENIX Security	2021
Carl Sabottke,Octavian Suciu,Tudor Dumitras	Vulnerability Disclosure in the Age of Social Media: Exploiting Twitter for Predicting Real-World Exploits.	USENIX Security	2015
Doowon Kim,Bum Jun Kwon,Kristián Kozák,Christopher Gates 0002,Tudor Dumitras	The Broken Shield: Measuring Revocation Effectiveness in the Windows Code-Signing PKI.	USENIX Security	2018
Shiqing Ma,Juan Zhai,Fei Wang 0001,Kyu Hyung Lee,Xiangyu Zhang 0001,Dongyan Xu	MPI: Multiple Perspective Attack Investigation with Semantic Aware Execution Partitioning.	USENIX Security	2017
Mudhakar Srivatsa,Ling Liu 0001	Countering Targeted File Attacks Using LocationGuard.	USENIX Security	2005
Jonathan Katz,Bruce Schneier	A Chosen Ciphertext Attack Against Several E-Mail Encryption Protocols.	USENIX Security	2000
Xiaofeng Zheng,Chaoyi Lu,Jian Peng,Qiushi Yang,Dongjie Zhou,Baojun Liu,Keyu Man,Shuang Hao,Hai-Xin Duan,Zhiyun Qian	Poison Over Troubled Forwarders: A Cache Poisoning Attack Targeting DNS Forwarding Devices.	USENIX Security	2020
David Evans 0001	What Biology Can (and Can't) Teach Us About Security.	USENIX Security	2004
	Security Analysis of the Palm Operating System and its Weaknesses Against Malicious Code Threats.	USENIX Security	2001
Ronghai Yang,Wing Cheong Lau,Jiongyi Chen,Kehuan Zhang	Vetting Single Sign-On SDK Implementations via Symbolic Reasoning.	USENIX Security	2018
Taegyu Kim,Chung Hwan Kim,Junghwan Rhee,Fei Fan,Zhan Tu,Gregory Walkup,Xiangyu Zhang 0001,Xinyan Deng,Dongyan Xu	RVFuzzer: Finding Input Validation Bugs in Robotic Vehicles through Control-Guided Testing.	USENIX Security	2019
William K. Robertson,Giovanni Vigna	Static Enforcement of Web Application Integrity Through Strong Typing.	USENIX Security	2009
Cong Wu 0003,Kun He 0008,Jing Chen 0003,Ziming Zhao 0001,Ruiying Du	Liveness is Not Enough: Enhancing Fingerprint Authentication with Behavioral Biometrics to Defeat Puppet Attacks.	USENIX Security	2020
Mingwei Zhang 0005,R. Sekar 0001	Control Flow Integrity for COTS Binaries.	USENIX Security	2013
Daniel Hugenroth,Martin Kleppmann,Alastair R. Beresford	Rollercoaster: An Efficient Group-Multicast Scheme for Mix Networks.	USENIX Security	2021
Tom van Goethem,Christina Pöpper,Wouter Joosen,Mathy Vanhoef	Timeless Timing Attacks: Exploiting Concurrency to Leak Secrets over Remote Connections.	USENIX Security	2020
Adam Doupé,Ludovico Cavedon,Christopher Krügel,Giovanni Vigna	Enemy of the State: A State-Aware Black-Box Web Vulnerability Scanner.	USENIX Security	2012
Lionel Litty,H. Andrés Lagar-Cavilla,David Lie	Hypervisor Support for Identifying Covertly Executing Binaries.	USENIX Security	2008
Roger Dingledine,Nick Mathewson,Paul F. Syverson	Tor: The Second-Generation Onion Router.	USENIX Security	2004
Nikolaos Karapanos,Srdjan Capkun	On the Effective Prevention of TLS Man-in-the-Middle Attacks in Web Applications.	USENIX Security	2014
Lingjing Yu,Bo Luo,Jun Ma,Zhaoyu Zhou,Qingyun Liu	You Are What You Broadcast: Identification of Mobile and IoT Devices from (Public) WiFi.	USENIX Security	2020
Tianxiang Dai,Philipp Jeitner,Haya Shulman,Michael Waidner	The Hijackers Guide To The Galaxy: Off-Path Taking Over Internet Resources.	USENIX Security	2021
Yoochan Lee,Changwoo Min,Byoungyoung Lee	ExpRace: Exploiting Kernel Races through Raising Interrupts.	USENIX Security	2021
Cas Cremers,Britta Hale,Konrad Kohbrok	The Complexities of Healing in Secure Group Messaging: Why Cross-Group Effects Matter.	USENIX Security	2021
William Earl Boebert	Keynote Address: Back to the Future.	USENIX Security	2004
Güliz Seray Tuncay,Jingyu Qian,Carl A. Gunter	See No Evil: Phishing for Permissions with False Transparency.	USENIX Security	2020
Alina Oprea,Michael K. Reiter	Integrity Checking in Cryptographic File Systems with Constant Trusted Storage.	USENIX Security	2007
Bolun Wang,Yuanshun Yao,Bimal Viswanath,Haitao Zheng 0001,Ben Y. Zhao	With Great Training Comes Great Vulnerability: Practical Attacks against Transfer Learning.	USENIX Security	2018
Thurston H. Y. Dang,Petros Maniatis,David A. Wagner 0001	Oscar: A Practical Page-Permissions-Based Scheme for Thwarting Dangling Pointers.	USENIX Security	2017
Paul Fiterau-Brostean,Bengt Jonsson 0001,Robert Merget,Joeri de Ruiter,Konstantinos Sagonas,Juraj Somorovsky	Analysis of DTLS Implementations Using Protocol State Fuzzing.	USENIX Security	2020
Nicholas Weaver,Stuart Staniford-Chen,Vern Paxson	Very Fast Containment of Scanning Worms.	USENIX Security	2004
Aastha Mehta,Eslam Elnikety,Katura Harvey,Deepak Garg 0001,Peter Druschel	Qapla: Policy compliance for database-backed systems.	USENIX Security	2017
Klaus von Gleissenthall,Rami Gökhan Kici,Deian Stefan,Ranjit Jhala	IODINE: Verifying Constant-Time Execution of Hardware.	USENIX Security	2019
Matt Blaze,Steven M. Bellovin	Session-Layer Encryption.	USENIX Security	1995
Yang Xiao,Bihuan Chen 0001,Chendong Yu,Zhengzi Xu,Zimu Yuan,Feng Li,Binghong Liu,Yang Liu 0003,Wei Huo,Wei Zou,Wenchang Shi	MVP: Detecting Vulnerabilities using Patch-Enhanced Vulnerability Signatures.	USENIX Security	2020
Miranda Wei,Madison Stamos,Sophie Veys,Nathan Reitinger,Justin Goodman,Margot Herman,Dorota Filipczuk,Ben Weinshel,Michelle L. Mazurek,Blase Ur	What Twitter Knows: Characterizing Ad Targeting Practices, User Perceptions, and Ad Explanations Through Users' Own Twitter Data.	USENIX Security	2020
Shravan Narayan,Craig Disselkoen,Tal Garfinkel,Nathan Froyd,Eric Rahm,Sorin Lerner,Hovav Shacham,Deian Stefan	Retrofitting Fine Grain Isolation in the Firefox Renderer.	USENIX Security	2020
Dennis Felsch,Martin Grothe,Jörg Schwenk,Adam Czubak,Marcin Szymanek	The Dangers of Key Reuse: Practical Attacks on IPsec IKE.	USENIX Security	2018
Michael A. Specter,J. Alex Halderman	Security Analysis of the Democracy Live Online Voting System.	USENIX Security	2021
Ghada Dessouky,David Gens,Patrick Haney,Garrett Persyn,Arun K. Kanuparthi,Hareesh Khattri,Jason M. Fung,Ahmad-Reza Sadeghi,Jeyavijayan Rajendran	HardFails: Insights into Software-Exploitable Hardware Bugs.	USENIX Security	2019
Jeongseok Son,Griffin Prechter,Rishabh Poddar,Raluca A. Popa,Koushik Sen	ObliCheck: Efficient Verification of Oblivious Algorithms with Unobservable State.	USENIX Security	2021
Rob Jansen,John Geddes,Chris Wacek,Micah Sherr,Paul F. Syverson	Never Been KIST: Tor's Congestion Management Blossoms with Kernel-Informed Socket Transport.	USENIX Security	2014
Mozhgan Azimpourkivi,Umut Topkara,Bogdan Carbunar	Human Distinguishable Visual Key Fingerprints.	USENIX Security	2020
Carsten Benecke,Uwe Ellermann	Securing Classical IP Over ATM Networks.	USENIX Security	1998
Drew Dean,Alan J. Hu	Fixing Races for Fun and Profit: How to Use access(2).	USENIX Security	2004
Kevin Bock 0001,Abdulrahman Alaraj,Yair Fax,Kyle Hurley,Eric Wustrow,Dave Levin	Weaponizing Middleboxes for TCP Reflected Amplification.	USENIX Security	2021
Karen R. Sollins,Nimisha V. Mehta	Expanding and Extending the Security Features of Java.	USENIX Security	1998
Fei Peng,Zhui Deng,Xiangyu Zhang 0001,Dongyan Xu,Zhiqiang Lin,Zhendong Su 0001	X-Force: Force-Executing Binary Programs for Security Applications.	USENIX Security	2014
Saad Islam,Ahmad Moghimi,Ida Bruhns,Moritz Krebbel,Berk Gülmezoglu,Thomas Eisenbarth 0001,Berk Sunar	SPOILER: Speculative Load Hazards Boost Rowhammer and Cache Attacks.	USENIX Security	2019
Jia-Ju Bai,Tuo Li,Kangjie Lu,Shi-Min Hu 0001	Static Detection of Unsafe DMA Accesses in Device Drivers.	USENIX Security	2021
Varun Chandrasekaran,Kamalika Chaudhuri,Irene Giacomelli,Somesh Jha,Songbai Yan	Exploring Connections Between Active Learning and Model Extraction.	USENIX Security	2020
Mathy Vanhoef,Frank Piessens	Predicting, Decrypting, and Abusing WPA2/802.11 Group Keys.	USENIX Security	2016
Mark O'Neill,Scott Heidbrink,Scott Ruoti,Jordan Whitehead,Dan Bunker,Luke Dickinson,Travis Hendershot,Joshua Reynolds,Kent E. Seamons,Daniel Zappala	TrustBase: An Architecture to Repair and Strengthen Certificate-based Authentication.	USENIX Security	2017
Scott Craver,Min Wu 0001,Bede Liu,Adam Stubblefield,Ben Swartzlander,Dan S. Wallach,Drew Dean,Edward W. Felten	Reading Between the Lines: Lessons from the SDMI Challenge.	USENIX Security	2001
Matthew Jagielski,Nicholas Carlini,David Berthelot,Alexey Kurakin,Nicolas Papernot	High Accuracy and High Fidelity Extraction of Neural Networks.	USENIX Security	2020
Nicholas Carlini	Poisoning the Unlabeled Dataset of Semi-Supervised Learning.	USENIX Security	2021
Alexandre Rebert,Sang Kil Cha,Thanassis Avgerinos,Jonathan Foote,David Warren,Gustavo Grieco,David Brumley	Optimizing Seed Selection for Fuzzing.	USENIX Security	2014
Yan Wang,Chao Zhang 0008,Zixuan Zhao,Bolun Zhang,Xiaorui Gong,Wei Zou	MAZE: Towards Automated Heap Feng Shui.	USENIX Security	2021
Andreas Haeberlen,Benjamin C. Pierce,Arjun Narayan	Differential Privacy Under Fire.	USENIX Security	2011
David Sehr,Robert Muth,Cliff Biffle,Victor Khimenko,Egor Pasko,Karl Schimpf,Bennet Yee,Brad Chen	Adapting Software Fault Isolation to Contemporary CPU Architectures.	USENIX Security	2010
Christof Ferreira Torres,Mathis Steichen,Radu State	The Art of The Scam: Demystifying Honeypots in Ethereum Smart Contracts.	USENIX Security	2019
Ira S. Winkler,Brian Dealy	Information Security Technology? Don't Rely on It. A Case Study in Social Engineering.	USENIX Security	1995
Adrian Tang,Simha Sethumadhavan,Salvatore J. Stolfo	CLKSCREW: Exposing the Perils of Security-Oblivious Energy Management.	USENIX Security	2017
Rob Jansen,Paul F. Syverson,Nicholas Hopper	Throttling Tor Bandwidth Parasites.	USENIX Security	2012
Joeri de Ruiter,Erik Poll	Protocol State Fuzzing of TLS Implementations.	USENIX Security	2015
David Brumley,Juan Caballero,Zhenkai Liang,James Newsome	Towards Automatic Discovery of Deviations in Binary Implementations with Applications to Error Detection and Fingerprint Generation.	USENIX Security	2007
Chenxiong Qian,Hong Hu 0004,Mansour Alharthi,Simon P. Chung,Taesoo Kim,Wenke Lee	RAZOR: A Framework for Post-deployment Software Debloating.	USENIX Security	2019
Stephen T. Walker	Keynote Address: Why are our Systems Insecure? Must they always be?	USENIX Security	1995
Monjur Alam,Haider Adnan Khan,Moumita Dey,Nishith Sinha,Robert Locke Callan,Alenka G. Zajic,Milos Prvulovic	One&Done: A Single-Decryption EM-Based Attack on OpenSSL's Constant-Time Blinded RSA.	USENIX Security	2018
Di Tang,XiaoFeng Wang 0001,Haixu Tang,Kehuan Zhang	Demon in the Variant: Statistical Analysis of DNNs for Robust Backdoor Contamination Detection.	USENIX Security	2021
Ben Adida	Helios: Web-based Open-Audit Voting.	USENIX Security	2008
Chuangang Ren,Yulong Zhang,Hui Xue 0003,Tao Wei,Peng Liu 0005	Towards Discovering and Understanding Task Hijacking in Android.	USENIX Security	2015
Umesh Shankar,Monica Chew,J. D. Tygar	Side Effects Are Not Sufficient to Authenticate Software.	USENIX Security	2004
Xianyi Gao,Yulong Yang,Can Liu 0001,Christos Mitropoulos,Janne Lindqvist,Antti Oulasvirta	Forgetting of Passwords: Ecological Theory and Data.	USENIX Security	2018
R. Joseph Connor,Max Schuchard	Blind Bernoulli Trials: A Noninteractive Protocol For Hidden-Weight Coin Flips.	USENIX Security	2019
Yuwei Li,Shouling Ji,Yuan Chen,Sizhuang Liang,Wei-Han Lee,Yueyao Chen,Chenyang Lyu,Chunming Wu 0001,Raheem A. Beyah,Peng Cheng,Kangjie Lu,Ting Wang 0006	UNIFUZZ: A Holistic and Pragmatic Metrics-Driven Platform for Evaluating Fuzzers.	USENIX Security	2021
Dokyung Song,Felicitas Hetzelt,Jonghwan Kim,Brent ByungHoon Kang,Jean-Pierre Seifert,Michael Franz	Agamotto: Accelerating Kernel Driver Fuzzing with Lightweight Virtual Machine Checkpoints.	USENIX Security	2020
Mohammad Ghasemisharif,Amrutha Ramesh,Stephen Checkoway,Chris Kanich,Iasonas Polakis	O Single Sign-Off, Where Art Thou? An Empirical Analysis of Single Sign-On Account Hijacking and Session Management on the Web.	USENIX Security	2018
Shiqi Wang 0002,Kexin Pei,Justin Whitehouse,Junfeng Yang,Suman Jana	Formal Security Analysis of Neural Networks using Symbolic Intervals.	USENIX Security	2018
Kevin Z. Snow,Srinivas Krishnan,Fabian Monrose,Niels Provos	SHELLOS: Enabling Fast Detection and Forensic Analysis of Code Injection Attacks.	USENIX Security	2011
Pepe Vila,Boris Köpf	Loophole: Timing Attacks on Shared Event Loops in Chrome.	USENIX Security	2017
Primal Wijesekera,Arjun Baokar,Ashkan Hosseini,Serge Egelman,David A. Wagner 0001,Konstantin Beznosov	Android Permissions Remystified: A Field Study on Contextual Integrity.	USENIX Security	2015
Nguyen Phong Hoang,Arian Akhavan Niaki,Jakub Dalek,Jeffrey Knockel,Pellaeon Lin,William R. Marczak,Masashi Crete-Nishihata,Phillipa Gill,Michalis Polychronakis	How Great is the Great Firewall? Measuring China's DNS Censorship.	USENIX Security	2021
Kevin Borders,Eric Vander Weele,Billy Lau,Atul Prakash 0001	Protecting Confidential Data on Personal Computers with Storage Capsules.	USENIX Security	2009
Babak Amin Azad,Pierre Laperdrix,Nick Nikiforakis	Less is More: Quantifying the Security Benefits of Debloating Web Applications.	USENIX Security	2019
Sathvik Prasad,Elijah Bouma-Sims,Athishay Kiran Mylappan,Bradley Reaves	Who's Calling? Characterizing Robocalls through Audio and Metadata Analysis.	USENIX Security	2020
István Haller,Asia Slowinska,Matthias Neugschwandtner,Herbert Bos	Dowsing for Overflows: A Guided Fuzzer to Find Buffer Boundary Violations.	USENIX Security	2013
Victoria Ungureanu,Naftaly H. Minsky	Unified Support for Heterogeneous Security Policies in Distributed Systems.	USENIX Security	1998
Frank Li 0001,Zakir Durumeric,Jakub Czyz,Mohammad Karami,Michael Bailey,Damon McCoy,Stefan Savage,Vern Paxson	You've Got Vulnerability: Exploring Effective Vulnerability Notifications.	USENIX Security	2016
Peter Rindal,Mike Rosulek	Faster Malicious 2-Party Secure Computation with Online/Offline Dual Execution.	USENIX Security	2016
Trent Jaeger,Atul Prakash 0001	Building Systems That Flexibly Download Executable Content.	USENIX Security	1996
Sanam Ghorbani Lyastani,Michael Schilling 0001,Sascha Fahl,Michael Backes 0001,Sven Bugiel	Better managed than memorized? Studying the Impact of Managers on Password Strength and Reuse.	USENIX Security	2018
George Argyros,Aggelos Kiayias	I Forgot Your Password: Randomness Attacks Against PHP Applications.	USENIX Security	2012
Vector Guo Li,Matthew Dunn,Paul Pearce,Damon McCoy,Geoffrey M. Voelker,Stefan Savage	Reading the Tea leaves: A Comparative Analysis of Threat Intelligence.	USENIX Security	2019
Eduardo Rodriguez	The Persistent Hacker.	USENIX Security	1993
Jonas Böhler,Florian Kerschbaum	Secure Multi-party Computation of Differentially Private Median.	USENIX Security	2020
Mordechai Guri,Assaf Kachlon,Ofer Hasson,Gabi Kedma,Yisroel Mirsky,Yuval Elovici	GSMem: Data Exfiltration from Air-Gapped Computers over GSM Frequencies.	USENIX Security	2015
Xuan Feng,Qiang Li 0007,Haining Wang,Limin Sun	Acquisitional Rule-based Engine for Discovering Internet-of-Thing Devices.	USENIX Security	2018
Mohit Kumar Jangid,Guoxing Chen,Yinqian Zhang,Zhiqiang Lin	Towards Formal Verification of State Continuity for Enclave Programs.	USENIX Security	2021
Kassem Fawaz,Kyu-Han Kim,Kang G. Shin	Protecting Privacy of BLE Device Users.	USENIX Security	2016
Liang Tong,Bo Li 0026,Chen Hajaj,Chaowei Xiao,Ning Zhang 0017,Yevgeniy Vorobeychik	Improving Robustness of ML Classifiers against Realizable Evasion Attacks Using Conserved Features.	USENIX Security	2019
Debin Gao,Michael K. Reiter,Dawn Song	On Gray-Box Program Tracking for Anomaly Detection.	USENIX Security	2004
Irene Giacomelli,Jesper Madsen,Claudio Orlandi	ZKBoo: Faster Zero-Knowledge for Boolean Circuits.	USENIX Security	2016
Matthew Lentz,Viktor Erdélyi,Paarijaat Aditya,Elaine Shi,Peter Druschel,Bobby Bhattacharjee	SDDR: Light-Weight, Secure Mobile Encounters.	USENIX Security	2014
Sam Kumar,Yuncong Hu,Michael P. Andersen,Raluca A. Popa,David E. Culler	JEDI: Many-to-Many End-to-End Encryption and Key Delegation for IoT.	USENIX Security	2019
David Rupprecht,Katharina Kohls,Thorsten Holz,Christina Pöpper	Call Me Maybe: Eavesdropping Encrypted LTE Calls With ReVoLTE.	USENIX Security	2020
Tao Zhu,David Phipps,Adam Pridgen,Jedidiah R. Crandall,Dan S. Wallach	The Velocity of Censorship: High-Fidelity Detection of Microblog Post Deletions.	USENIX Security	2013
M. Sadegh Riazi,Mohammad Samragh Razlighi,Hao Chen 0030,Kim Laine,Kristin E. Lauter,Farinaz Koushanfar	XONN: XNOR-based Oblivious Deep Neural Network Inference.	USENIX Security	2019
Insu Yun,Sangho Lee 0001,Meng Xu 0001,Yeongjin Jang,Taesoo Kim	QSYM : A Practical Concolic Execution Engine Tailored for Hybrid Fuzzing.	USENIX Security	2018
Julia Len,Paul Grubbs,Thomas Ristenpart	Partitioning Oracle Attacks.	USENIX Security	2021
Hyeonmin Lee,Aniketh Gireesh,Roland van Rijswijk-Deij,Ted Taekyoung Kwon,Taejoong Chung	A Longitudinal and Comprehensive Study of the DANE Ecosystem in Email.	USENIX Security	2020
Sandeep Bhatkar,Daniel C. DuVarney	Efficient Techniques for Comprehensive Protection from Memory Error Exploits.	USENIX Security	2005
Fan Yao,Adnan Siraj Rakin,Deliang Fan	DeepHammer: Depleting the Intelligence of Deep Neural Networks through Targeted Chain of Bit Flips.	USENIX Security	2020
Jiachen Sun,Yulong Cao,Qi Alfred Chen,Z. Morley Mao	Towards Robust LiDAR-based Perception in Autonomous Driving: General Black-box Adversarial Sensor Attack and Countermeasures.	USENIX Security	2020
Petros Maniatis,Mary Baker	Secure History Preservation Through Timeline Entanglement.	USENIX Security	2002
Aviel D. Rubin,Peter Honeyman	Long Running Jobs in an Authenticated Environment.	USENIX Security	1993
Grant Ho,Mayank Dhiman,Devdatta Akhawe,Vern Paxson,Stefan Savage,Geoffrey M. Voelker,David A. Wagner 0001	Hopper: Modeling and Detecting Lateral Movement.	USENIX Security	2021
Russell W. F. Lai,Christoph Egger 0001,Dominique Schröder,Sherman S. M. Chow	Phoenix: Rebirth of a Cryptographic Password-Hardening Service.	USENIX Security	2017
Lin-Shung Huang,Alexander Moshchuk,Helen J. Wang,Stuart Schecter,Collin Jackson	Clickjacking: Attacks and Defenses.	USENIX Security	2012
Anjo Vahldiek-Oberwagner,Eslam Elnikety,Nuno O. Duarte,Michael Sammler,Peter Druschel,Deepak Garg 0001	ERIM: Secure, Efficient In-process Isolation with Protection Keys (MPK).	USENIX Security	2019
Jiyong Jang,Maverick Woo,David Brumley	Towards Automatic Software Lineage Inference.	USENIX Security	2013
Kasra Edalatnejad,Wouter Lueks,Julien Pierre Martin,Soline Ledésert,Anne L'Hôte,Bruno Thomas,Laurent Girod,Carmela Troncoso	DatashareNetwork: A Decentralized Privacy-Preserving Search Engine for Investigative Journalists.	USENIX Security	2020
Jiarong Xing,Wenqing Wu,Ang Chen	Ripple: A Programmable, Decentralized Link-Flooding Defense Against Adaptive Adversaries.	USENIX Security	2021
Feargus Pendlebury,Fabio Pierazzi,Roberto Jordaney,Johannes Kinder,Lorenzo Cavallaro	TESSERACT: Eliminating Experimental Bias in Malware Classification across Space and Time.	USENIX Security	2019
Hayawardh Vijayakumar,Joshua Schiffman,Trent Jaeger	STING: Finding Name Resolution Vulnerabilities in Programs.	USENIX Security	2012
Tilo Müller,Felix C. Freiling,Andreas Dewald	TRESOR Runs Encryption Securely Outside RAM.	USENIX Security	2011
Tom van Goethem,Mathy Vanhoef,Frank Piessens,Wouter Joosen	Request and Conquer: Exposing Cross-Origin Resource Size.	USENIX Security	2016
Jose Rodrigo Sanchez Vicarte,Gang Wang 0011,Christopher W. Fletcher	Double-Cross Attacks: Subverting Active Learning Systems.	USENIX Security	2021
Dahlia Malkhi,Noam Nisan,Benny Pinkas,Yaron Sella	Fairplay - Secure Two-Party Computation System.	USENIX Security	2004
Anders P. K. Dalskov,Daniel Escudero 0001,Marcel Keller	Fantastic Four: Honest-Majority Four-Party Secure Computation With Malicious Security.	USENIX Security	2021
Xiaolan Gu,Ming Li 0003,Yueqiang Cheng,Li Xiong 0001,Yang Cao 0011	PCKV: Locally Differentially Private Correlated Key-Value Data Collection with Optimized Utility.	USENIX Security	2020
Katriel Cohn-Gordon,Georgios Damaskinos,Divino Neto,Joshi Cordova,Benoît Reitz,Benjamin Strahs,Daniel Obenshain,Paul Pearce,Ioannis Papagiannis,Available Media	DELF: Safeguarding deletion correctness in Online Social Networks.	USENIX Security	2020
Katharina Pfeffer,Alexandra Mai,Adrian Dabrowski,Matthias Gusenbauer,Philipp Schindler,Edgar R. Weippl,Michael Franz,Katharina Krombholz	On the Usability of Authenticity Checks for Hardware Security Tokens.	USENIX Security	2021
Lucas Ballard,Fabian Monrose,Daniel P. Lopresti	Biometric Authentication Revisited: Understanding the Impact of Wolves in Sheep's Clothing.	USENIX Security	2006
Karel Bartos,Michal Sofka,Vojtech Franc	Optimized Invariant Representation of Network Traffic for Detecting Unseen Malware Variants.	USENIX Security	2016
Ivan Oliveira Nunes,Karim M. El Defrawy,Norrathep Rattanavipanon,Gene Tsudik	APEX: A Verified Architecture for Proofs of Execution on Remote Devices under Full Software Compromise.	USENIX Security	2020
Shehzeen Hussain,Paarth Neekhara,Shlomo Dubnov,Julian J. McAuley,Farinaz Koushanfar	WaveGuard: Understanding and Mitigating Audio Adversarial Examples.	USENIX Security	2021
Jingjie Li,Amrita Roy Chowdhury 0001,Kassem Fawaz,Younghyun Kim 0001	Kalεido: Real-Time Privacy Control for Eye-Tracking Systems.	USENIX Security	2021
Yichen Xie,Alexander Aiken	Static Detection of Security Vulnerabilities in Scripting Languages.	USENIX Security	2006
Robert Stone	CenterTrack: An IP Overlay Network for Tracking DoS Floods.	USENIX Security	2000
Marc Green 0001,Leandro Rodrigues Lima,Andreas Zankl,Gorka Irazoqui Apecechea,Johann Heyszl,Thomas Eisenbarth 0001	AutoLock: Why Cache Attacks on ARM Are Harder Than You Think.	USENIX Security	2017
Taegyu Kim,Vireshwar Kumar,Junghwan Rhee,Jizhou Chen,Kyungtae Kim,Chung Hwan Kim,Dongyan Xu,Jing (Dave) Tian	PASAN: Detecting Peripheral Access Concurrency Bugs within Bare-Metal Embedded Applications.	USENIX Security	2021
Mary Frances Theofanos,Yee-Yin Choong,Olivia Murphy	'Passwords Keep Me Safe' - Understanding What Children Think about Passwords.	USENIX Security	2021
Ashton Webster,Ryan Eckenrod,James M. Purtilo	Fast and Service-preserving Recovery from Malware Infections Using CRIU.	USENIX Security	2018
Manos Antonakakis,Tim April,Michael Bailey,Matt Bernhard,Elie Bursztein,Jaime Cochran,Zakir Durumeric,J. Alex Halderman,Luca Invernizzi,Michalis Kallitsis,Deepak Kumar 0006,Charles Lever,Zane Ma,Joshua Mason,Damian Menscher,Chad Seaman,Nick Sullivan,Kurt Thomas,Yi Zhou	Understanding the Mirai Botnet.	USENIX Security	2017
Christopher Krügel,William K. Robertson,Fredrik Valeur,Giovanni Vigna	Static Disassembly of Obfuscated Binaries.	USENIX Security	2004
Srinath T. V. Setty,Victor Vu,Nikhil Panpalia,Benjamin Braun,Andrew J. Blumberg,Michael Walfish	Taking Proof-Based Verified Computation a Few Steps Closer to Practicality.	USENIX Security	2012
Suyoung Lee,HyungSeok Han,Sang Kil Cha,Sooel Son	Montage: A Neural Network Language Model-Guided JavaScript Engine Fuzzer.	USENIX Security	2020
Andrea Gadotti,Florimond Houssiau,Luc Rocher,Benjamin Livshits,Yves-Alexandre de Montjoye	When the Signal is in the Noise: Exploiting Diffix's Sticky Noise.	USENIX Security	2019
Ari Juels,Ravikanth Pappu,Bryan Parno	Unidirectional Key Distribution Across Time and Space with Applications to RFID Security.	USENIX Security	2008
Wei Wu,Yueqi Chen,Jun Xu 0024,Xinyu Xing,Xiaorui Gong,Wei Zou	FUZE: Towards Facilitating Exploit Generation for Kernel Use-After-Free Vulnerabilities.	USENIX Security	2018
James M. Galvin	Public Key Distribution with Secure DNS.	USENIX Security	1996
Paizhuo Chen,Lei Li,Zhice Yang	Cross-VM and Cross-Processor Covert Channels Exploiting Processor Idle Power Management.	USENIX Security	2021
Andrew Schulman	Deanonymizing Users of the SafeWeb Anonymizing Service.	USENIX Security	2002
Jan Ruge,Jiska Classen,Francesco Gringoli,Matthias Hollick	Frankenstein: Advanced Wireless Fuzzing to Exploit New Bluetooth Escalation Targets.	USENIX Security	2020
Gertjan Franken,Tom van Goethem,Wouter Joosen	Who Left Open the Cookie Jar? A Comprehensive Evaluation of Third-Party Cookie Policies.	USENIX Security	2018
Gabrielle Beck,Maximilian Zinkus,Matthew Green 0001	Automating the Development of Chosen Ciphertext Attacks.	USENIX Security	2020
David Brumley,Dan Boneh	Remote Timing Attacks Are Practical.	USENIX Security	2003
Moritz Eckert,Antonio Bianchi,Ruoyu Wang 0001,Yan Shoshitaishvili,Christopher Krügel,Giovanni Vigna	HeapHopper: Bringing Bounded Model Checking to Heap Implementation Security.	USENIX Security	2018
Damon McCoy,Andreas Pitsillidis,Grant Jordan,Nicholas Weaver,Christian Kreibich,Brian Krebs,Geoffrey M. Voelker,Stefan Savage,Kirill Levchenko	PharmaLeaks: Understanding the Business of Online Pharmaceutical Affiliate Programs.	USENIX Security	2012
Xiaoyu Cao,Jinyuan Jia,Neil Zhenqiang Gong	Data Poisoning Attacks to Local Differential Privacy Protocols.	USENIX Security	2021
Tielei Wang,Yeongjin Jang,Yizheng Chen,Simon P. Chung,Billy Lau,Wenke Lee	On the Feasibility of Large-Scale Infections of iOS Devices.	USENIX Security	2014
Hengrui Jia,Christopher A. Choquette-Choo,Varun Chandrasekaran,Nicolas Papernot	Entangled Watermarks as a Defense against Model Extraction.	USENIX Security	2021
Richard Baker 0008,Ivan Martinovic	Losing the Car Keys: Wireless PHY-Layer Insecurity in EV Charging.	USENIX Security	2019
Wenke Lee,Salvatore J. Stolfo	Data Mining Approaches for Intrusion Detection.	USENIX Security	1998
Naveen Sastry	Designing Voting Machines for Verification.	USENIX Security	2006
Massimo Cotrozzi,David Vincenzetti	ATP - Anti-Tampering Program.	USENIX Security	1993
Benjamin Kaiser,Jerry Wei,Eli Lucherini,Kevin Lee,J. Nathan Matias,Jonathan R. Mayer	Adapting Security Warnings to Counter Online Disinformation.	USENIX Security	2021
Patrick Cronin,Xing Gao 0001,Chengmo Yang,Haining Wang	Charger-Surfing: Exploiting a Power Line Side-Channel for Smartphone Information Leakage.	USENIX Security	2021
Tao Wang 0012,Ian Goldberg	Walkie-Talkie: An Efficient Defense Against Passive Website Fingerprinting Attacks.	USENIX Security	2017
Nico Golde,Kevin Redon,Jean-Pierre Seifert	Let Me Answer That for You: Exploiting Broadcast Information in Cellular Networks.	USENIX Security	2013
Landon P. Cox,Peter Gilbert,Geoffrey Lawler,Valentin Pistol,Ali Razeen,Bi Wu,Sai Cheemalapati	SpanDex: Secure Password Tracking for Android.	USENIX Security	2014
